id,group_id,split,signal,condition,disposition,tokens,evidence_items,structured_facts,human_approved,prompt_version,content_sha256
fictional-race-034-cutoff_watch,fictional-race-034,train,cutoff_watch,missing,insufficient_evidence,485,1,0,False,evidence-editor-v2,c74674630d425c4ef95fed3fb82d8999f81044bfcb9b55aadce0f3d2efcc8e8c
fictional-race-034-pace_change,fictional-race-034,train,pace_change,contradictory,insufficient_evidence,614,2,2,False,evidence-editor-v2,141d74b876292788cf735c18f5cf5a06978dc60f0959df18075043242607c070
fictional-race-035-position_gain,fictional-race-035,train,position_gain,complete,draft,537,1,1,False,evidence-editor-v2,f776e5129811cb331bbe1f274c761567386524b317fc31b377648019c47b3421
fictional-race-035-record_watch,fictional-race-035,train,record_watch,missing,insufficient_evidence,482,1,0,False,evidence-editor-v2,ce2fda3efc13f2053c7d60d3938a53e5bb394e941f52b12be7ab3cc0181ff206
fictional-race-035-cutoff_watch,fictional-race-035,train,cutoff_watch,contradictory,insufficient_evidence,607,2,2,False,evidence-editor-v2,1b4279259207e850a60bea5c5ff32e077412b073b6fb378f1baa135a8703bdd9
fictional-race-035-pace_change,fictional-race-035,train,pace_change,misleading_hint,draft,577,1,1,False,evidence-editor-v2,eb798111780ea238e053e18c3d071e25cd3b555f6114286ef6531ee1db9b2cfd
fictional-race-036-position_gain,fictional-race-036,train,position_gain,missing,insufficient_evidence,478,1,0,False,evidence-editor-v2,dfda2dbd8642163bc168db70c7c428a3d61729a7f46c1f5d0413b872d3a784d5
fictional-race-036-record_watch,fictional-race-036,train,record_watch,contradictory,insufficient_evidence,600,2,2,False,evidence-editor-v2,07a4ad5e648d6f5a3a81d43ee7ccdcbd17375a13510e1078d4396616ee6944f8
fictional-race-036-cutoff_watch,fictional-race-036,train,cutoff_watch,misleading_hint,draft,563,1,1,False,evidence-editor-v2,14ea0b86ff23148c27e31be78d19e2ec692e9d9593524f283371876b9f5c1628
fictional-race-036-pace_change,fictional-race-036,train,pace_change,boundary,draft,561,1,1,False,evidence-editor-v2,930a8658f51da98975dc3eec7691ee7e00ca08789a40d7e445249e38b4b342df
fictional-race-037-position_gain,fictional-race-037,train,position_gain,contradictory,insufficient_evidence,592,2,2,False,evidence-editor-v2,35aca4485f481ed9961c5043841283e91056954c846661a5d5c78ec0b3d9594e
fictional-race-037-record_watch,fictional-race-037,train,record_watch,misleading_hint,draft,582,1,1,False,evidence-editor-v2,94c66c0a2d27a9b55e01ce209e6d842eae6759c9c6ba2a2515684dbbe908fd95
fictional-race-037-cutoff_watch,fictional-race-037,train,cutoff_watch,boundary,draft,549,1,1,False,evidence-editor-v2,43421f57a52a8501dc192182f7fdf55d2f980248aadf26f5aa91f46e53c3c503
fictional-race-037-pace_change,fictional-race-037,train,pace_change,complete,draft,579,1,1,False,evidence-editor-v2,7e1a5ba03135ce9e5eb06e5fedfc41c54f725125f4328a631f628e1afa05b168
fictional-race-038-position_gain,fictional-race-038,train,position_gain,misleading_hint,draft,546,1,1,False,evidence-editor-v2,f6111614f1c37c0db49198a0b576b907245a43f51aa6a4cb925fd9322c3a1e77
fictional-race-038-record_watch,fictional-race-038,train,record_watch,boundary,draft,562,1,1,False,evidence-editor-v2,05c99f45541bf94edc52a3287a6e2eac359f27f6773176703d67bb5f68022df8
fictional-race-038-cutoff_watch,fictional-race-038,train,cutoff_watch,complete,draft,569,1,1,False,evidence-editor-v2,0b4b3ae09b3d28a4d891ee75bbbc78d3fe8805659835791b68828ca55c547fdf
fictional-race-038-pace_change,fictional-race-038,train,pace_change,missing,insufficient_evidence,486,1,0,False,evidence-editor-v2,bbc474b4328639afeb9773ad2bd3b3d12dbb619fc97f54f52af076d932367e82
fictional-race-039-position_gain,fictional-race-039,train,position_gain,boundary,draft,530,1,1,False,evidence-editor-v2,9a75969d4124f64360f465a3af96accbd31d9138368b237316d5c6d42c2a839c
fictional-race-039-record_watch,fictional-race-039,train,record_watch,complete,draft,571,1,1,False,evidence-editor-v2,b42bb5a4da4ab60fee978e779e9341118aa8e306576604fa42a47ce3bd9a2a2e
fictional-race-039-cutoff_watch,fictional-race-039,train,cutoff_watch,missing,insufficient_evidence,483,1,0,False,evidence-editor-v2,0f1395433533fd052a100e6aaf8c320c5a769e9a6fe1290868c089a94fd138ca
fictional-race-039-pace_change,fictional-race-039,train,pace_change,contradictory,insufficient_evidence,614,2,2,False,evidence-editor-v2,b7250d47c9670cfdf0ff902458eb09757666e569325d7679f39e126e8acc62be
fictional-race-040-position_gain,fictional-race-040,train,position_gain,complete,draft,546,1,1,False,evidence-editor-v2,f107d41490224aede593083ea38c5a5066d31cc740931af84cd7d7b054908aba
fictional-race-040-record_watch,fictional-race-040,train,record_watch,missing,insufficient_evidence,484,1,0,False,evidence-editor-v2,0a60f803245bdbf31c1ba31f67c9aa429af829e37d366dfa5e8484a15a54dacf
fictional-race-040-cutoff_watch,fictional-race-040,train,cutoff_watch,contradictory,insufficient_evidence,609,2,2,False,evidence-editor-v2,2caff0f129918af23534f262fc241598bd82e7de5172f98a898102e7d774b38d
fictional-race-040-pace_change,fictional-race-040,train,pace_change,misleading_hint,draft,586,1,1,False,evidence-editor-v2,cdbb9b94e1cd4a8176659bce747fdc9ecf3b525d19ab0b22cfd4cb6da21095a2
fictional-race-041-position_gain,fictional-race-041,train,position_gain,missing,insufficient_evidence,484,1,0,False,evidence-editor-v2,974f3c9fdbe79e756e455dab0e11fd17a09e53c0b21bd0400dafb657ca20b91f
fictional-race-041-record_watch,fictional-race-041,train,record_watch,contradictory,insufficient_evidence,602,2,2,False,evidence-editor-v2,a885dd2c3379929ec681dc7046db4e9832230a78bf59670b890f5a1bccbe4a12
fictional-race-041-cutoff_watch,fictional-race-041,train,cutoff_watch,misleading_hint,draft,565,1,1,False,evidence-editor-v2,21d8fba4722377798a13cc7307acc79300f3b0e68caa41537fae0ea704ccae22
fictional-race-041-pace_change,fictional-race-041,train,pace_change,boundary,draft,567,1,1,False,evidence-editor-v2,5c2b53e80105b56154591fb907797e50d38f4a66ff34f2dc4a112d8ae2321132
fictional-race-042-position_gain,fictional-race-042,train,position_gain,contradictory,insufficient_evidence,590,2,2,False,evidence-editor-v2,c27a18d67ac96cb77df11f3e6b461ca8179b2b21266fcb9b7eff1dc1323f290e
fictional-race-042-record_watch,fictional-race-042,train,record_watch,misleading_hint,draft,574,1,1,False,evidence-editor-v2,95f4ea239c3f7b0d6d4aa3c3984aecd5bf0a67783429c3fba5fca41d29f1b157
fictional-race-042-cutoff_watch,fictional-race-042,train,cutoff_watch,boundary,draft,543,1,1,False,evidence-editor-v2,ec6e204ba8b7bdee22085edc20ca3730c51b98ca675211d7409457cbe2e0f909
fictional-race-042-pace_change,fictional-race-042,train,pace_change,complete,draft,573,1,1,False,evidence-editor-v2,b094084496a1e46300c973eb27ab1d08478e5c11e51478c45ebbb688400c9a1d
fictional-race-043-position_gain,fictional-race-043,train,position_gain,misleading_hint,draft,543,1,1,False,evidence-editor-v2,d9baa83142ed0ca15659dc09b07e3ba209bca5ef679269ea4c9003d0e57777a8
fictional-race-043-record_watch,fictional-race-043,train,record_watch,boundary,draft,559,1,1,False,evidence-editor-v2,51110d22681d3e17c69d2897d837ba0ce587a5593c165926812ff671699a147b
fictional-race-043-cutoff_watch,fictional-race-043,train,cutoff_watch,complete,draft,566,1,1,False,evidence-editor-v2,d2c1878dc29582998f487170b3056a01617fd129d90139f98134d75fd4b2e1e0
fictional-race-043-pace_change,fictional-race-043,train,pace_change,missing,insufficient_evidence,485,1,0,False,evidence-editor-v2,c6929cd33380215ff6b0c396b3a6a762a27fafd6e2eda360f74c8263f639e78b
fictional-race-044-position_gain,fictional-race-044,train,position_gain,boundary,draft,534,1,1,False,evidence-editor-v2,3a04a2c1850f944370947e74d8dc0993e4d3cc038344169b3fb08e55aa2d1c6f
fictional-race-044-record_watch,fictional-race-044,train,record_watch,complete,draft,581,1,1,False,evidence-editor-v2,808b8048d725be633bacff0e3eec4aab124696eae6be7e61e3536eb29a270fdb
fictional-race-044-cutoff_watch,fictional-race-044,train,cutoff_watch,missing,insufficient_evidence,487,1,0,False,evidence-editor-v2,a607deb772066f0a037af0720acc82d725d16fd0a67eb2cf372436fff8faf2d1
fictional-race-044-pace_change,fictional-race-044,train,pace_change,contradictory,insufficient_evidence,618,2,2,False,evidence-editor-v2,b714ae24bfe7ae7faba5e3649419d212fbe2e0a0ac0c75fd3102c3584dd0faad
fictional-race-045-position_gain,fictional-race-045,train,position_gain,complete,draft,537,1,1,False,evidence-editor-v2,f37642695543b453ec302809e91875ce9bc4ca6704c6fa5a84cb84d63caa184c
fictional-race-045-record_watch,fictional-race-045,train,record_watch,missing,insufficient_evidence,476,1,0,False,evidence-editor-v2,c7f71f2536db6f78ee57b5d72e283d35855b002204b2eb7063638ffd55bce374
fictional-race-045-cutoff_watch,fictional-race-045,train,cutoff_watch,contradictory,insufficient_evidence,597,2,2,False,evidence-editor-v2,a58ccd9951f0203ea9f5a0455a831d4f991a20955c14334dbc8bcdb377931289
fictional-race-045-pace_change,fictional-race-045,train,pace_change,misleading_hint,draft,575,1,1,False,evidence-editor-v2,54b0a795d672f17987359bc57abced91a71aee7b3a50b804a14615ecac5d2e15
fictional-race-046-position_gain,fictional-race-046,train,position_gain,missing,insufficient_evidence,482,1,0,False,evidence-editor-v2,c01db8d0444a7188ae35fb7efd4188ec3e910ab082d8eb602162a9674007ed32
fictional-race-046-record_watch,fictional-race-046,train,record_watch,contradictory,insufficient_evidence,604,2,2,False,evidence-editor-v2,17e180b67f96fab97ed1ff97d95cdf90463e8ce8ffe87765921eacd48f120263
fictional-race-046-cutoff_watch,fictional-race-046,train,cutoff_watch,misleading_hint,draft,563,1,1,False,evidence-editor-v2,02d900631b785960e7c6311c9c2042ba62a4b5c13e8b0af256c24dde610ff0fc
fictional-race-046-pace_change,fictional-race-046,train,pace_change,boundary,draft,565,1,1,False,evidence-editor-v2,876413edc0eb6ffdd7ca6c488169c4b4f13abb2515aa6abe61f9712c433de9da
fictional-race-047-position_gain,fictional-race-047,train,position_gain,contradictory,insufficient_evidence,596,2,2,False,evidence-editor-v2,42c877e03fcf5abb2c89e4ac80d1017e54cadb27986f6d4070098f536ba4c677
fictional-race-047-record_watch,fictional-race-047,train,record_watch,misleading_hint,draft,582,1,1,False,evidence-editor-v2,e5b875aa7a17b9f0303b51e3dee98c598937c734a23859b87e1657ffa5781391
fictional-race-047-cutoff_watch,fictional-race-047,train,cutoff_watch,boundary,draft,549,1,1,False,evidence-editor-v2,68032897e9ba4e1e5c03bc91fdefac8ccb9a2a3a72a032092aefe78ea4e68e0a
fictional-race-047-pace_change,fictional-race-047,train,pace_change,complete,draft,579,1,1,False,evidence-editor-v2,ba3a3055208eabd1ddc44f3cb0bb505d5731b385fc921512153fb4e079e80ec9
fictional-race-048-position_gain,fictional-race-048,train,position_gain,misleading_hint,draft,551,1,1,False,evidence-editor-v2,be0068d542e4f98822748a23bedf7fcaf15cd4ca29b32fb2838b8370368fbed9
fictional-race-048-record_watch,fictional-race-048,train,record_watch,boundary,draft,557,1,1,False,evidence-editor-v2,4a1042d65bba12ac4637433bd2d9597570b5be0f8ec6745b63eb9585094227c5
fictional-race-048-cutoff_watch,fictional-race-048,train,cutoff_watch,complete,draft,564,1,1,False,evidence-editor-v2,7bfce7f3fc28be5134b6fd382578d974394c64f01d6d11b13b931efa0fa2b26b
fictional-race-048-pace_change,fictional-race-048,train,pace_change,missing,insufficient_evidence,481,1,0,False,evidence-editor-v2,0972104117e7a5b428093e7ec4a7905da2337b49d23b6edefac03f3cbc382ec5
fictional-race-049-position_gain,fictional-race-049,train,position_gain,boundary,draft,534,1,1,False,evidence-editor-v2,13f7ba2968d67f454094fb75ae17e23db64fe7be5a0b7f62b7e85792c56e892d
fictional-race-049-record_watch,fictional-race-049,train,record_watch,complete,draft,581,1,1,False,evidence-editor-v2,fdfc188febf3ec17baa7384af87c52770a27909f7a19303f1663102a248980ff
fictional-race-049-cutoff_watch,fictional-race-049,train,cutoff_watch,missing,insufficient_evidence,487,1,0,False,evidence-editor-v2,b10b90cb18817c4519a76b054dbd09d912cde87e484456c4f533afa07599f0fc
fictional-race-049-pace_change,fictional-race-049,train,pace_change,contradictory,insufficient_evidence,614,2,2,False,evidence-editor-v2,dc971ee0813e57cfd203ea5ff9efa7e3bbaa2eded3d47b7e1833806db394cb6a
fictional-race-050-position_gain,fictional-race-050,train,position_gain,complete,draft,540,1,1,False,evidence-editor-v2,8371eb7fe75a2f7d87499e3d05d0f610dd8ae13b04b982071883de6ef356e1a0
fictional-race-050-record_watch,fictional-race-050,train,record_watch,missing,insufficient_evidence,484,1,0,False,evidence-editor-v2,d663b8d506af5d9ca5f071c70f296795bba1026d9b5785abe400bcba3ff0a8a7
fictional-race-050-cutoff_watch,fictional-race-050,train,cutoff_watch,contradictory,insufficient_evidence,607,2,2,False,evidence-editor-v2,503559edcb8b5bcbb10de3cbdff649a70456dd52d7cef301e6cf2e8b5166304c
fictional-race-050-pace_change,fictional-race-050,train,pace_change,misleading_hint,draft,586,1,1,False,evidence-editor-v2,3c7ddeee17508e1cd653b58e4b930b3ed113e5bf04fee1e2f0690623b6d9e02c
fictional-race-051-position_gain,fictional-race-051,train,position_gain,missing,insufficient_evidence,480,1,0,False,evidence-editor-v2,7e778147a21192b22abaf02184b29b71094c4de64374c73a9c4c4ea09e1cc175
fictional-race-051-record_watch,fictional-race-051,train,record_watch,contradictory,insufficient_evidence,598,2,2,False,evidence-editor-v2,01d28994bde3d7da201ecc9d49d23a452921b3fb0b9928603cd44285c0b8cdd0
fictional-race-051-cutoff_watch,fictional-race-051,train,cutoff_watch,misleading_hint,draft,571,1,1,False,evidence-editor-v2,b308e8adc58ab1a8312ff1cf5c3809854482b38ddc26ca4902bd21e4fbf2bc28
fictional-race-051-pace_change,fictional-race-051,train,pace_change,boundary,draft,563,1,1,False,evidence-editor-v2,dc76223db145faf42452ed30848f2f117f7e9ebe4403000869bcf668b1ec7a4c
fictional-race-052-position_gain,fictional-race-052,train,position_gain,contradictory,insufficient_evidence,594,2,2,False,evidence-editor-v2,acab93770a9408f7f3574ca6a69e6811ca9f5b8514fcb4ce65f99deba44f8020
fictional-race-052-record_watch,fictional-race-052,train,record_watch,misleading_hint,draft,580,1,1,False,evidence-editor-v2,72875fca6b0fdc6f70b57b469bb77b1d27f48bc79a951828518a733a4d07e132
fictional-race-052-cutoff_watch,fictional-race-052,train,cutoff_watch,boundary,draft,547,1,1,False,evidence-editor-v2,a946f720b2d6ba8d6e7a24b538ce2f6218f0a1d8f9b4ef8d064b1a2a6c44425b
fictional-race-052-pace_change,fictional-race-052,train,pace_change,complete,draft,577,1,1,False,evidence-editor-v2,0dec1180e5c36895e456099d2b30b1f13fecdeab67a1a0f8391d10a639dd28e2
fictional-race-053-position_gain,fictional-race-053,train,position_gain,misleading_hint,draft,544,1,1,False,evidence-editor-v2,3375937836629c97a6c3cad728117ffe23fe76ee8c7af48770b49232b33d9d0b
fictional-race-053-record_watch,fictional-race-053,train,record_watch,boundary,draft,560,1,1,False,evidence-editor-v2,d280428334ffddd40570f617a872f15fc143ec9596128d568c72be187cd01ad8
fictional-race-053-cutoff_watch,fictional-race-053,train,cutoff_watch,complete,draft,567,1,1,False,evidence-editor-v2,99a2248f4d32df6027c595e239fe989904a6d76ccce54fe0c1aa6511e4a27e55
fictional-race-053-pace_change,fictional-race-053,train,pace_change,missing,insufficient_evidence,486,1,0,False,evidence-editor-v2,472c08035fe11bbd78f27bf0abe6e97c6095fd55a16a8725fa138c8bef8f35d0
fictional-race-054-position_gain,fictional-race-054,train,position_gain,boundary,draft,528,1,1,False,evidence-editor-v2,f3ea8f036827827e10d1683bb970b6fcc08061241fbc42d463a0564c1fc5a28e
fictional-race-054-record_watch,fictional-race-054,train,record_watch,complete,draft,575,1,1,False,evidence-editor-v2,b187a778b86fa85aeaea0ad199edf9d8fe25af9b9a7bac556e092f0ec3ef8255
fictional-race-054-cutoff_watch,fictional-race-054,train,cutoff_watch,missing,insufficient_evidence,481,1,0,False,evidence-editor-v2,47744bca8dbd479302f1dba5b019fbf14c932b36316c56258a22275b7dbbd668
fictional-race-054-pace_change,fictional-race-054,train,pace_change,contradictory,insufficient_evidence,612,2,2,False,evidence-editor-v2,ea44899534ea159ac656c20407fa214e967e698246b5846479608bbd6f0705e6
fictional-race-055-position_gain,fictional-race-055,train,position_gain,complete,draft,535,1,1,False,evidence-editor-v2,4e49ea2ed1cc7960e8800261152c1f93992de7f633c9428b965a8e987d818b04
fictional-race-055-record_watch,fictional-race-055,train,record_watch,missing,insufficient_evidence,480,1,0,False,evidence-editor-v2,c2a21085159327b0af4c2fcd6adffd2c8a300fedeaab7a825202c341bf85ba22
fictional-race-055-cutoff_watch,fictional-race-055,train,cutoff_watch,contradictory,insufficient_evidence,605,2,2,False,evidence-editor-v2,3691f38954906abbdda9bee3bf4f120fc06d611d7296cba6e2e4ee63544a726f
fictional-race-055-pace_change,fictional-race-055,train,pace_change,misleading_hint,draft,581,1,1,False,evidence-editor-v2,3aa59e9a3ef9f3820aac96ed561698445edf8251c7a270ee8637bc25e6561a15
fictional-race-056-position_gain,fictional-race-056,train,position_gain,missing,insufficient_evidence,484,1,0,False,evidence-editor-v2,ce17fc943542bbe0250a075ecc5d406ebeb69fd8fd39e560a1a9952be5fee186
fictional-race-056-record_watch,fictional-race-056,train,record_watch,contradictory,insufficient_evidence,602,2,2,False,evidence-editor-v2,0d9aff70ed3b626ccafd0f7062012d466648620efa9f30ff7142a5f6ace7479a
fictional-race-056-cutoff_watch,fictional-race-056,train,cutoff_watch,misleading_hint,draft,565,1,1,False,evidence-editor-v2,9a421e06ccdcb3cbdebbf0527af9b36c2cc9bae6d452f62698689c3ea4b5f021
fictional-race-056-pace_change,fictional-race-056,train,pace_change,boundary,draft,567,1,1,False,evidence-editor-v2,5f8d6a45a176894fa275890a284e0b1f84466c1c34145ff45c8ada34d3b6cf83
fictional-race-057-position_gain,fictional-race-057,train,position_gain,contradictory,insufficient_evidence,588,2,2,False,evidence-editor-v2,fcb6ca66d12b5a0d46e57dd18600796bdf2567473444234928930d84624f2995
fictional-race-057-record_watch,fictional-race-057,train,record_watch,misleading_hint,draft,580,1,1,False,evidence-editor-v2,138b58aa38abf954348e63982ca599b8b3f2ce7249c9427bef2dd16571f3934e
fictional-race-057-cutoff_watch,fictional-race-057,train,cutoff_watch,boundary,draft,543,1,1,False,evidence-editor-v2,74b456b75b735a6aff90099ae491507303170176ac3c42220c3171948fb85384
fictional-race-057-pace_change,fictional-race-057,train,pace_change,complete,draft,573,1,1,False,evidence-editor-v2,cb37c57a03c9ed72267435e8ab105a94636b21663f0383b9e971c98342d20d74
fictional-race-058-position_gain,fictional-race-058,train,position_gain,misleading_hint,draft,552,1,1,False,evidence-editor-v2,fee4c5b1e13428fc3564620422a7107d158f780156bd2ac7aac95e47440ccc5c
fictional-race-058-record_watch,fictional-race-058,train,record_watch,boundary,draft,562,1,1,False,evidence-editor-v2,73e1517747a4d12b46a3ad61acd687af25d64795ed8340a3e51d38d4202f43e7
fictional-race-058-cutoff_watch,fictional-race-058,train,cutoff_watch,complete,draft,569,1,1,False,evidence-editor-v2,724b73a2b1b83b8862a2168a32a457c7a991c3b40ec963ab6f6d6838bb093fd8
fictional-race-058-pace_change,fictional-race-058,train,pace_change,missing,insufficient_evidence,486,1,0,False,evidence-editor-v2,9741c2408c89ccd8ccbefae7c5dbb88ff2829ecca0adf9dbefcc58482315434d
fictional-race-059-position_gain,fictional-race-059,train,position_gain,boundary,draft,532,1,1,False,evidence-editor-v2,ce69e7e8fd136ef39ee449780b1239c21515c619ae52a1f5a644bbad63b8b6ea
fictional-race-059-record_watch,fictional-race-059,train,record_watch,complete,draft,570,1,1,False,evidence-editor-v2,75a9761b00a32245c02d2b59784999b9b5a7bdf83b3d276faf286ec13b55c8c6
fictional-race-059-cutoff_watch,fictional-race-059,train,cutoff_watch,missing,insufficient_evidence,485,1,0,False,evidence-editor-v2,3d21e9c15f5a82fafb159444088cdc68cc6cdbc7fd9dccb57d9837eae7717de7
fictional-race-059-pace_change,fictional-race-059,train,pace_change,contradictory,insufficient_evidence,612,2,2,False,evidence-editor-v2,30f6a6ee3b2945d949cc96fe2e0c233677b015f7344dcb7ac70e97960fedf244
fictional-race-060-position_gain,fictional-race-060,train,position_gain,complete,draft,542,1,1,False,evidence-editor-v2,ddbfe08d5f7fba5d55259ab95e0c0875809fc3311fc19e9b99133296e48a678d
fictional-race-060-record_watch,fictional-race-060,train,record_watch,missing,insufficient_evidence,480,1,0,False,evidence-editor-v2,c4147a84c6220cfef750415c856ae9ca2506258c9a87f42b5ea6e6b0f407e3fa
fictional-race-060-cutoff_watch,fictional-race-060,train,cutoff_watch,contradictory,insufficient_evidence,605,2,2,False,evidence-editor-v2,003cfbf3745b07a75e665053a960fe393dab3c95726f5515f63b2a4025bb6bc7
fictional-race-060-pace_change,fictional-race-060,train,pace_change,misleading_hint,draft,586,1,1,False,evidence-editor-v2,50798e078a4a936836e5eece130b9676dd1119c2036b2b21a974b74a5e72e5eb
fictional-race-061-position_gain,fictional-race-061,train,position_gain,missing,insufficient_evidence,482,1,0,False,evidence-editor-v2,6eddb2309a8ee0a1bf8c29d9e0019d55e6c3fc39609c805b0ffb765ebbae9775
fictional-race-061-record_watch,fictional-race-061,train,record_watch,contradictory,insufficient_evidence,600,2,2,False,evidence-editor-v2,3a68085af38fefa51ccdce395796f37dea7330aa341cffe1037d60b813e5b89e
fictional-race-061-cutoff_watch,fictional-race-061,train,cutoff_watch,misleading_hint,draft,563,1,1,False,evidence-editor-v2,75c02e8002e66c1e6d5aeee37286b848ed7f0ce639621271319f8937c6f53188
fictional-race-061-pace_change,fictional-race-061,train,pace_change,boundary,draft,565,1,1,False,evidence-editor-v2,ce3197d323a08061629c7af1c0db87bd51f215f6467238c5e13f9d6fd86eec37
fictional-race-062-position_gain,fictional-race-062,train,position_gain,contradictory,insufficient_evidence,595,2,2,False,evidence-editor-v2,e46231d5c102facc77a0896f4035d7dbac6ebbe1407015e257cacf141deea4e6
fictional-race-062-record_watch,fictional-race-062,train,record_watch,misleading_hint,draft,581,1,1,False,evidence-editor-v2,f40e27ddfc2770537f41808510ff120cb59a605c95b2fffa32d3d238c641525a
fictional-race-062-cutoff_watch,fictional-race-062,train,cutoff_watch,boundary,draft,548,1,1,False,evidence-editor-v2,e3200b1da9d1336c100515626aabf6df52873868609fbe0be740f00cb683bd99
fictional-race-062-pace_change,fictional-race-062,train,pace_change,complete,draft,578,1,1,False,evidence-editor-v2,3a3ca8e31b7ca53a3ba4c3e5ce9ffa889ffbd7f2d10b1ed1fa0de910818cea69
fictional-race-063-position_gain,fictional-race-063,train,position_gain,misleading_hint,draft,548,1,1,False,evidence-editor-v2,c668f8b845fb0f00ab61c4e0b506a85ae785ddc964a0872576d93eca4ca74aad
fictional-race-063-record_watch,fictional-race-063,train,record_watch,boundary,draft,554,1,1,False,evidence-editor-v2,0647fc24166a8c50d3c48886fef5d574376f76fdc86b257c8ed153af3ebdcf63
fictional-race-063-cutoff_watch,fictional-race-063,train,cutoff_watch,complete,draft,561,1,1,False,evidence-editor-v2,96e69eda7f4816f04c3c47f54ec259d5dbb34cb476759a0e8196d59e9bc61a0c
fictional-race-063-pace_change,fictional-race-063,train,pace_change,missing,insufficient_evidence,480,1,0,False,evidence-editor-v2,fe5cf5f9a6d72dcae2c67b39185e660ba04b5930557eaf6c55ba07c9a2f5e04f
fictional-race-064-position_gain,fictional-race-064,train,position_gain,boundary,draft,534,1,1,False,evidence-editor-v2,deb00f37e1d9f94776a4e51283f152233c8ac0b45df3723b79d4f96ecd2a4a8c
fictional-race-064-record_watch,fictional-race-064,train,record_watch,complete,draft,572,1,1,False,evidence-editor-v2,da2db0b17c4a134ba58b0f28dd2965180afa3e7e107027b031f1172de60c3cf7
fictional-race-064-cutoff_watch,fictional-race-064,train,cutoff_watch,missing,insufficient_evidence,487,1,0,False,evidence-editor-v2,35c3763e5d5a179317e8ddca0d0666b9444f5a2abd73b02d56fbb41148f82979
fictional-race-064-pace_change,fictional-race-064,train,pace_change,contradictory,insufficient_evidence,618,2,2,False,evidence-editor-v2,86326403442b062e27f878569875ddd98f06f99c6afb6950d30e6a027cb1a825
fictional-race-065-position_gain,fictional-race-065,train,position_gain,complete,draft,541,1,1,False,evidence-editor-v2,8e728b38214ce352df78d390a67aa4726982198fe33e7f26ae11510aa61404f8
fictional-race-065-record_watch,fictional-race-065,train,record_watch,missing,insufficient_evidence,480,1,0,False,evidence-editor-v2,2e5e5fb01bb9f73501473c234868952067463afdea1da9266009990ffe2af2ec
fictional-race-065-cutoff_watch,fictional-race-065,train,cutoff_watch,contradictory,insufficient_evidence,601,2,2,False,evidence-editor-v2,1bc00522b4146351e5d53886b9734643953926ec84e2b956e4d3a02f83a4e0d1
fictional-race-065-pace_change,fictional-race-065,train,pace_change,misleading_hint,draft,581,1,1,False,evidence-editor-v2,7f0e05201c2bf792f08e4b725634aac09f1fe6e6564254e5aa93875450c2b4bf
fictional-race-066-position_gain,fictional-race-066,train,position_gain,missing,insufficient_evidence,479,1,0,False,evidence-editor-v2,079ea0c0e1f87c2107ef711cd8ca7a0d446df4b1ff6574a6dcbdb73798e2f34f
fictional-race-066-record_watch,fictional-race-066,train,record_watch,contradictory,insufficient_evidence,597,2,2,False,evidence-editor-v2,e53cdf7d6293a5af8ceaf23f8f9a5d9da4ee53d8dd4575f003d8fdae4b0832b7
fictional-race-066-cutoff_watch,fictional-race-066,train,cutoff_watch,misleading_hint,draft,570,1,1,False,evidence-editor-v2,a4b5c1c25b4f374d82237e8170b944e344ab85e6431e1e76609d05411c9bb48d
fictional-race-066-pace_change,fictional-race-066,train,pace_change,boundary,draft,562,1,1,False,evidence-editor-v2,cb06be782c088ce15c1e2ee250ae92f8608bd462b6113f59d31139c13f02ad26
fictional-race-067-position_gain,fictional-race-067,train,position_gain,contradictory,insufficient_evidence,596,2,2,False,evidence-editor-v2,831c9c4b16af32a6a2bbbbdcd8349e6f6e63fed5b6777e6ccec9ce3e7394f38c
fictional-race-067-record_watch,fictional-race-067,train,record_watch,misleading_hint,draft,573,1,1,False,evidence-editor-v2,b81a23c07e5bc2490e6480c8a1199d412d8707ef9c9a5c6b272451da53e2ca79
fictional-race-067-cutoff_watch,fictional-race-067,train,cutoff_watch,boundary,draft,549,1,1,False,evidence-editor-v2,c862e495e777b3ebd0525f06ddacd5c25d2bf639c6b848c6dceb19d9e25bfc66
fictional-race-067-pace_change,fictional-race-067,train,pace_change,complete,draft,573,1,1,False,evidence-editor-v2,35256ac76da0d45c5636fa4c2594522575866cd5617c07be5e13c89e39569515
fictional-race-068-position_gain,fictional-race-068,train,position_gain,misleading_hint,draft,550,1,1,False,evidence-editor-v2,a19058fa9805b6381d1edc0d0451cd1bd70c9dfcb2dfe929b14af7b2461e2169
fictional-race-068-record_watch,fictional-race-068,train,record_watch,boundary,draft,560,1,1,False,evidence-editor-v2,5121e787789597d866dd753fa58f69c842a598898c39b28761ae57837ac17687
fictional-race-068-cutoff_watch,fictional-race-068,train,cutoff_watch,complete,draft,567,1,1,False,evidence-editor-v2,1991f0fc48a75bbb009cbf3f58e0ddf8d32215e3d23ac347a90068764e2bb54d
fictional-race-068-pace_change,fictional-race-068,train,pace_change,missing,insufficient_evidence,484,1,0,False,evidence-editor-v2,02d36a45786d982d880d4826eb5759229a51649dc3812fcc9210c18cd6b407c1
fictional-race-069-position_gain,fictional-race-069,train,position_gain,boundary,draft,530,1,1,False,evidence-editor-v2,6877b65069f7874ccf1cb9d13bde99da828e2debb2fb1ef24843ecb080f1f030
