variant,id,group_id,content_sha256,signal_supplied_in_input,condition,reference,prediction,correct
adapter,fictional-race-128-record_watch,fictional-race-128,9f55752f6362bfb313dd3e7cc2ec0050a45b5dffe03497fd7c093236f6591f9c,record_watch,boundary,draft,draft,True
adapter,fictional-race-128-cutoff_watch,fictional-race-128,4a69e8222e06db5fe7d26fe6a47cf63b3b6194afa7bedf64f802dddf6cd58246,cutoff_watch,complete,draft,draft,True
adapter,fictional-race-128-pace_change,fictional-race-128,de740d8b13d77f14f5dfe015694de835e3ef9553823ad70ee446b774a1832852,pace_change,missing,insufficient_evidence,insufficient_evidence,True
adapter,fictional-race-129-position_gain,fictional-race-129,46c6b2fc5a87b43d09f1cae165e132fcf7bd0406c8f116be72d04199caf671a1,position_gain,boundary,draft,draft,True
adapter,fictional-race-129-record_watch,fictional-race-129,c198bcdc4843d547ce1efa2731efc8cb2441b9bcefbf10925d3e2257fa4928a5,record_watch,complete,draft,draft,True
adapter,fictional-race-129-cutoff_watch,fictional-race-129,beff4c5fb9b05f2b1a9e223aa6aa5e5bd1d92c7fe74adeb3961916ae18710b26,cutoff_watch,missing,insufficient_evidence,insufficient_evidence,True
adapter,fictional-race-129-pace_change,fictional-race-129,6a70a3cfb6af8d4d5e4945f44ca07b4a238b643691c8cf733e5ab94a70a997dc,pace_change,contradictory,insufficient_evidence,insufficient_evidence,True
adapter,fictional-race-130-position_gain,fictional-race-130,ff866a1acd5bd4d95f5475d7bb8974a4823ed2939408e7eb2a955cdcbce868a8,position_gain,complete,draft,draft,True
adapter,fictional-race-130-record_watch,fictional-race-130,eafa888a87a7d29b5fe6b8c6df9c25157372652ab55e898c56f3fd074fd53230,record_watch,missing,insufficient_evidence,insufficient_evidence,True
adapter,fictional-race-130-cutoff_watch,fictional-race-130,4581a60d93e5f0f60694b060044314a62d94ca94487c36593240c64f1972beca,cutoff_watch,contradictory,insufficient_evidence,insufficient_evidence,True
adapter,fictional-race-130-pace_change,fictional-race-130,23b904204684c9e94a814940897a08d95134b87d732fd0b99a85b79547fa5924,pace_change,misleading_hint,draft,insufficient_evidence,False
adapter,fictional-race-131-position_gain,fictional-race-131,e1a14f5d96eb6144604f1a9053b42149e5931b894a8f6c1f3742eaa49ca6f46e,position_gain,missing,insufficient_evidence,insufficient_evidence,True
adapter,fictional-race-131-record_watch,fictional-race-131,2adde30562edaef83ad4d9b27d4d25e24e6232545dd30821d71b573bdcf19b57,record_watch,contradictory,insufficient_evidence,insufficient_evidence,True
adapter,fictional-race-131-cutoff_watch,fictional-race-131,6ceb2a8daeef6a02c425c8e332fc6237193931296511d63d31639511f908a536,cutoff_watch,misleading_hint,draft,insufficient_evidence,False
adapter,fictional-race-131-pace_change,fictional-race-131,0152eae535ce262527c2bb870b02882a94bd3706f429070b3286c4400029fd97,pace_change,boundary,draft,draft,True
adapter,fictional-race-132-position_gain,fictional-race-132,3bd33c98c884ba2fd1a4defecf6317866e30baee914527e68c09cfb7202ebc2c,position_gain,contradictory,insufficient_evidence,insufficient_evidence,True
adapter,fictional-race-132-record_watch,fictional-race-132,430956f39431385422d361d2d70162a3eff4ff89b33e9ff52fffe3052a4d65ab,record_watch,misleading_hint,draft,insufficient_evidence,False
adapter,fictional-race-132-cutoff_watch,fictional-race-132,077e36cc71de8ecbd47caad481dc1fe802c04fcc2cb7eb2c6ffae06e78116565,cutoff_watch,boundary,draft,draft,True
adapter,fictional-race-132-pace_change,fictional-race-132,e94f00aabd4b4059eac32ddb461bfc9c3b81812deefa78b880267e56563f4403,pace_change,complete,draft,draft,True
adapter,fictional-race-133-position_gain,fictional-race-133,ca62840d8af881ebf7f9eb627e45358e1e3aaccf2772b97488d7795861623166,position_gain,misleading_hint,draft,draft,True
adapter,fictional-race-133-record_watch,fictional-race-133,b6ed87ca69b21b2b70d7c41dd2ad7c9a667e0361e0939b053fd876daeb0181a8,record_watch,boundary,draft,draft,True
adapter,fictional-race-133-cutoff_watch,fictional-race-133,98b9d40d36d47ac08282e90c98695fbebe62fa0ace3b3a132c74962dc2da63d8,cutoff_watch,complete,draft,draft,True
adapter,fictional-race-133-pace_change,fictional-race-133,5c89a2d9711a3fedba0e0b016bc49520db0d88a513b1ae2a1e7b1926d3c0d052,pace_change,missing,insufficient_evidence,insufficient_evidence,True
adapter,fictional-race-134-position_gain,fictional-race-134,9c9203d6be690c4246b5c0d08f9081f48aded37525d73436d656490a2e8cf62b,position_gain,boundary,draft,draft,True
adapter,fictional-race-134-record_watch,fictional-race-134,72dd9cbd9ce6a5758863f23174567a540b528c979588e3f227279cdc712273b1,record_watch,complete,draft,draft,True
adapter,fictional-race-134-cutoff_watch,fictional-race-134,a90de1bff131d0d6b9c2bffd37d2f984e724bb55df940ce6530fd0d465b0fbfa,cutoff_watch,missing,insufficient_evidence,insufficient_evidence,True
adapter,fictional-race-134-pace_change,fictional-race-134,29fd511d70f91eb6694c463482854858a93750b018b8776433db924349da878a,pace_change,contradictory,insufficient_evidence,insufficient_evidence,True
adapter,fictional-race-135-position_gain,fictional-race-135,84f3126a8e91b40c16af79aff46e054d8a47d4a1087d8703431ec5cf5fa7f6dc,position_gain,complete,draft,draft,True
adapter,fictional-race-135-record_watch,fictional-race-135,aeefde7938fabf8bab6f90c135fe7d27d0ce9cdcf1eae846316b1016e8838df7,record_watch,missing,insufficient_evidence,insufficient_evidence,True
adapter,fictional-race-135-cutoff_watch,fictional-race-135,6f2f45d8a0d6331ef254d73aa7c959e9a32563c0cee6db9d083a27297e943840,cutoff_watch,contradictory,insufficient_evidence,insufficient_evidence,True
adapter,fictional-race-135-pace_change,fictional-race-135,78e0c9f975bfae598fb8f43cfee12eda6b98f2e9664cb60ef65eba7f02b03965,pace_change,misleading_hint,draft,draft,True
adapter,fictional-race-136-position_gain,fictional-race-136,47b9b39c1af6e5896d56ce8a4c6ed073e39bfff7331e216ac2a8c0d4e0e149df,position_gain,missing,insufficient_evidence,insufficient_evidence,True
adapter,fictional-race-136-record_watch,fictional-race-136,c2b9b130e3e86fd96c4933521d7f0668eb189090204e5adb94ace6e0c12412ad,record_watch,contradictory,insufficient_evidence,insufficient_evidence,True
adapter,fictional-race-136-cutoff_watch,fictional-race-136,49f8eae21b4d3f3f87eda00cebe37e57a6d0ffb7dd054060be7192e5a25bd8ea,cutoff_watch,misleading_hint,draft,insufficient_evidence,False
adapter,fictional-race-136-pace_change,fictional-race-136,f0f970b98a74145a19040f376311426a94945900a73a12b041f7df06df5ece85,pace_change,boundary,draft,draft,True
adapter,fictional-race-137-position_gain,fictional-race-137,44de90699a64f9c3026635f4aff8a54df5a28f2daa792ac2a629998e2cfaf550,position_gain,contradictory,insufficient_evidence,insufficient_evidence,True
adapter,fictional-race-137-record_watch,fictional-race-137,4a7d73576472147e6b67366eab3cfc555e7514cd3831aef4f3ae26d7a79307ca,record_watch,misleading_hint,draft,draft,True
adapter,fictional-race-137-cutoff_watch,fictional-race-137,dcffe87ece6f30b41866d21cd664f98892e092b0b45377e424466cc9efdc214f,cutoff_watch,boundary,draft,draft,True
adapter,fictional-race-137-pace_change,fictional-race-137,e60866adab97c52bb51d115a0961da3f53b659e3e03ddb30d40b473e316b809a,pace_change,complete,draft,draft,True
adapter,fictional-race-138-position_gain,fictional-race-138,c28aac6c416d530b0ab0d8c5ab0126752f6a0080239f7bb199c944efb42566f5,position_gain,misleading_hint,draft,draft,True
adapter,fictional-race-138-record_watch,fictional-race-138,d536d30a4fc061671c173f3fed8a9d8c21a484aaf2cc4c3836af420e6fb0e9e4,record_watch,boundary,draft,draft,True
adapter,fictional-race-138-cutoff_watch,fictional-race-138,aa929d9e738890d1325605c2382e15f6ff835fbee25900576cd48664eb06db1b,cutoff_watch,complete,draft,draft,True
adapter,fictional-race-138-pace_change,fictional-race-138,4992d8e68a94a85f10f4fa41babc70bbca9099d9d561599167e93f11a3406985,pace_change,missing,insufficient_evidence,insufficient_evidence,True
adapter,fictional-race-139-position_gain,fictional-race-139,bb9b1c0d0d344d0038f747634d93d97560d274b9332583cad3187d0665fe721b,position_gain,boundary,draft,draft,True
adapter,fictional-race-139-record_watch,fictional-race-139,8c368f4450ff0dfefb2eec7096975797a8aa4836874e2d6ef08282b700d8d9f9,record_watch,complete,draft,draft,True
adapter,fictional-race-139-cutoff_watch,fictional-race-139,e22b077a89d3df3c3db4ae929842425c3ca879f6560a92b18e8408283883580d,cutoff_watch,missing,insufficient_evidence,insufficient_evidence,True
adapter,fictional-race-139-pace_change,fictional-race-139,ab5c907f6798363c8c2904ca8b14b34845ad1bf6d31849b7b69ac5937c152eeb,pace_change,contradictory,insufficient_evidence,insufficient_evidence,True
adapter,fictional-race-140-position_gain,fictional-race-140,b8520a91ff7233bf4d1901e7255214aaaf0942152a2bc8c5c7e7eb7025f4405a,position_gain,complete,draft,draft,True
adapter,fictional-race-140-record_watch,fictional-race-140,c65d6eab0818156090161e4271a550c8ac8f9de7eacad9cdf3429cc94a2f3a8a,record_watch,missing,insufficient_evidence,insufficient_evidence,True
adapter,fictional-race-140-cutoff_watch,fictional-race-140,5dbedee3e5d16b0932d279f50e10b1bb07253e91adb7492f7d73c578b64c21d7,cutoff_watch,contradictory,insufficient_evidence,insufficient_evidence,True
adapter,fictional-race-140-pace_change,fictional-race-140,002ea72c864989646f2acfe67709e73812dfa6a3bc577a23f0414d45ea2dcf22,pace_change,misleading_hint,draft,insufficient_evidence,False
adapter,fictional-race-141-position_gain,fictional-race-141,70905e9a7da47da075fdd4dfa571a93bc9b99c0661fa3908cef9c6f6711e60ff,position_gain,missing,insufficient_evidence,insufficient_evidence,True
adapter,fictional-race-141-record_watch,fictional-race-141,b419a24f535c5cf64a0e16291e1d5e21068406b3b47cfb8c7182ba44182fcb83,record_watch,contradictory,insufficient_evidence,insufficient_evidence,True
adapter,fictional-race-141-cutoff_watch,fictional-race-141,53077cad46692f41de9b995c566dc9a465283441f2bdf43d020fb7f54ac1d896,cutoff_watch,misleading_hint,draft,insufficient_evidence,False
adapter,fictional-race-141-pace_change,fictional-race-141,8a9f4483c1ec24d98cb16e7dfbb4122d83d65f5ed4d42b016d7164b3ddd0df46,pace_change,boundary,draft,draft,True
adapter,fictional-race-142-position_gain,fictional-race-142,1b2b45748e3275ecb4cce1a4ac73cda59805459dc9d7160be3392238fcae8100,position_gain,contradictory,insufficient_evidence,insufficient_evidence,True
adapter,fictional-race-142-record_watch,fictional-race-142,b887e1b71abd789f56e4b3d027a4a42f93c75c7a75092add49cde492cd94b570,record_watch,misleading_hint,draft,draft,True
adapter,fictional-race-142-cutoff_watch,fictional-race-142,f79af801cb88f9c86c5ba1352bc25a0bcbbc076e16dcde1a7d9c7d37f96da98a,cutoff_watch,boundary,draft,draft,True
adapter,fictional-race-142-pace_change,fictional-race-142,cf8b863fd91d489caf3c455ab4b594f2700c3ab8bd0d3523d3f210fba2693cf9,pace_change,complete,draft,draft,True
adapter,fictional-race-143-position_gain,fictional-race-143,243a1bc4813fc229395af0d053efe3e89c1370ac52cfe6d59b6e03e4b50a37be,position_gain,misleading_hint,draft,draft,True
adapter,fictional-race-143-record_watch,fictional-race-143,3be894c57980057843e1414d8036e669746cc896ff001e28b21bd8fb993553ff,record_watch,boundary,draft,draft,True
adapter,fictional-race-143-cutoff_watch,fictional-race-143,33a9db870136444a5e21fa23616b828b167f49981acb9b07021e6940e85d00f4,cutoff_watch,complete,draft,draft,True
adapter,fictional-race-143-pace_change,fictional-race-143,4fc3797a66e0149245ac4aa792805f8648e52d1b54b3e85e635ecb3d5e9f1050,pace_change,missing,insufficient_evidence,insufficient_evidence,True
adapter,fictional-race-144-position_gain,fictional-race-144,640706bb4915043df92e24f141c16f6306711d6c157903073783c6329992465c,position_gain,boundary,draft,draft,True
adapter,fictional-race-144-record_watch,fictional-race-144,ec0b21db677fcb84469f32c07eb5aa74df1ba5be295b10fca7da7acbada03ac8,record_watch,complete,draft,draft,True
adapter,fictional-race-144-cutoff_watch,fictional-race-144,63ac4f76efaa14c7994a82344709004df64b64c8e6583b87910d017d63c962f4,cutoff_watch,missing,insufficient_evidence,insufficient_evidence,True
adapter,fictional-race-144-pace_change,fictional-race-144,873c5c999111cfeb26a51dfd6d5feedbaa616a264e4fe8dac14d0d01e396d8ea,pace_change,contradictory,insufficient_evidence,insufficient_evidence,True
adapter,fictional-race-145-position_gain,fictional-race-145,24be5a6a1b725ebf3be4dc0563ab8218523303dcb3edb19fc81107e2df1575ff,position_gain,complete,draft,draft,True
adapter,fictional-race-145-record_watch,fictional-race-145,14278ab46c83d53e2d366810fba436b18781ce39dc2313f1cfa3c0885cc29200,record_watch,missing,insufficient_evidence,insufficient_evidence,True
adapter,fictional-race-145-cutoff_watch,fictional-race-145,35fc48e3e1c517979ba5ad0465358e591defc50cef46994e2b6717d8415922e8,cutoff_watch,contradictory,insufficient_evidence,insufficient_evidence,True
adapter,fictional-race-145-pace_change,fictional-race-145,c5456cec879161f31dd15f844c8f928b1aa8e89ec5959ee63f1a849fa8c33410,pace_change,misleading_hint,draft,draft,True
adapter,fictional-race-146-position_gain,fictional-race-146,6ed1d72296e064a7960846e417b2a6aa09136fcc97430226e05c10a89f2eb2d7,position_gain,missing,insufficient_evidence,insufficient_evidence,True
adapter,fictional-race-146-record_watch,fictional-race-146,6cacc184c07f232caefb970b14f62b50717e88c1267079c94281fb29b2b80340,record_watch,contradictory,insufficient_evidence,insufficient_evidence,True
adapter,fictional-race-146-cutoff_watch,fictional-race-146,3d81cb9bd8f05c35a012eb675700e0d635f888ba0fca565a872cd0d4719b5d47,cutoff_watch,misleading_hint,draft,insufficient_evidence,False
adapter,fictional-race-146-pace_change,fictional-race-146,70411f683b1e3df729173dde5da61dd60ba82fab154f0fd7c31bc92af7fb13ba,pace_change,boundary,draft,draft,True
adapter,fictional-race-147-position_gain,fictional-race-147,eb16f502e4d9c961b7a094269f6e12f5911c6d35363a36830640501adc4bd707,position_gain,contradictory,insufficient_evidence,insufficient_evidence,True
adapter,fictional-race-147-record_watch,fictional-race-147,061842e6ebc4e0b6dbac9f009793752049565413c3344b92bdc02e8fe953e920,record_watch,misleading_hint,draft,insufficient_evidence,False
adapter,fictional-race-147-cutoff_watch,fictional-race-147,e82ce37550737368c8e0bda86afddff04840b1858f59b2b1babf3d8d2f88d66a,cutoff_watch,boundary,draft,draft,True
adapter,fictional-race-147-pace_change,fictional-race-147,173d96a51e3712fc09c891f8aa77068d4a44c9d8933638fe189f0b90b400ae0d,pace_change,complete,draft,draft,True
adapter,fictional-race-148-position_gain,fictional-race-148,9fe731d72f69f91f6098d6922777a96f14c1e7a32cd9707bc7d08450b7766818,position_gain,misleading_hint,draft,draft,True
adapter,fictional-race-148-record_watch,fictional-race-148,1691c9578d71daeafcc8fc44859c81291a60be4d8b8bd554f17c5ebc08e257af,record_watch,boundary,draft,draft,True
adapter,fictional-race-148-cutoff_watch,fictional-race-148,2676659b0eed03d5a25e14d6a0cb04dbb619f4f2f2701a710cbec6b028888bf7,cutoff_watch,complete,draft,draft,True
adapter,fictional-race-148-pace_change,fictional-race-148,26ce8e912488beaf974054e5aee0f971df07862343da4768913eddc78b607c30,pace_change,missing,insufficient_evidence,insufficient_evidence,True
adapter,fictional-race-149-position_gain,fictional-race-149,5685eaa76de34d24cf3f1c59270320b8b5d47a536948088a1fe1c5445cfbb3f4,position_gain,boundary,draft,draft,True
adapter,fictional-race-149-record_watch,fictional-race-149,438af17a0d055b156a905ef026ec9cef2d9153a36b0faacbc70c6e3e30404e9c,record_watch,complete,draft,draft,True
adapter,fictional-race-149-cutoff_watch,fictional-race-149,4be62cf5bb72c7be5fe633fbe30ff233ea0ea0330abc05383f6abee3d22f3290,cutoff_watch,missing,insufficient_evidence,insufficient_evidence,True
adapter,fictional-race-149-pace_change,fictional-race-149,faeac8ae4597d0e04fed19cb98c1db083ee1adfc6a20a4c0528da8d81fb93a4e,pace_change,contradictory,insufficient_evidence,insufficient_evidence,True
